log_key,log_template,log_text,label
371,Stopped Apply the settings specified in cloud-config.,Stopped Apply the settings specified in cloud-config.,False
372,Closed Socket unix for snap application <:*:>,Closed Socket unix for snap application ,False
373,Stopping Regular background program processing daemon...,Stopping Regular background program processing daemon...,False
374,Stopping Create final runtime dir for shutdown pivot root...,Stopping Create final runtime dir for shutdown pivot root...,False
375,Stopping Getty on tty1...,Stopping Getty on tty1...,False
376,Stopping LSB: Record successful boot for GRUB...,Stopping LSB: Record successful boot for GRUB...,False
377,Stopping <:*:> daemon...,Stopping  daemon...,False
378,Stopping Suspend/Resume Running libvirt Guests...,Stopping Suspend/Resume Running libvirt Guests...,False
379,Stopping Dispatcher daemon for systemd-networkd...,Stopping Dispatcher daemon for systemd-networkd...,False
380,Stopping Authorization Manager...,Stopping Authorization Manager...,False
381,changed password expiry for uml-net,changed password expiry for uml-net,False
382,group added to /etc/group: <:*:> GID=<:NUM:>,group added to /etc/group:  GID=,False
383,group added to /etc/gshadow: <:*:>,group added to /etc/gshadow: ,False
384,new group: <:*:> GID=<:NUM:>,new group:  GID=,False
385,"[ <:NUM:>.<:NUM:>] <:*:> invoked oom-killer: gfp mask=<:HEX:>(GFP HIGHUSER MOVABLE), order=<:NUM:>, oom score adj=<:NUM:>","[ .]  invoked oom-killer: gfp mask=<:HEX:>(GFP HIGHUSER MOVABLE), order=, oom score adj=",True
386,[ <:NUM:>.<:NUM:>] CPU: <:NUM:> PID: <:NUM:> Comm: <:*:> Not tainted <:NUM:>.<:NUM:>.<:NUM:>-<:NUM:>-generic #<:NUM:>-Ubuntu,[ .] CPU:  PID:  Comm:  Not tainted ..--generic #-Ubuntu,True
387,"[ <:NUM:>.<:NUM:>] Hardware name: Hewlett-Packard HP Z620 Workstation/158A, BIOS J61 v03.<:NUM:> <:NUM:>/<:NUM:>/<:NUM:>","[ .] Hardware name: Hewlett-Packard HP Z620 Workstation/158A, BIOS J61 v03. //",True
388,[ <:NUM:>.<:NUM:>] <:*:> <:*:> <:*:>,[ .]   ,True
389,[ <:NUM:>.<:NUM:>] <:*:> swap <:*:> <:*:>,[ .]  swap  ,True
390,[ <:NUM:>.<:NUM:>] ? <:*:> <:*:> <:*:>,[ .] ?   ,True
391,[ <:NUM:>.<:NUM:>] <:*:> user <:*:> <:*:>,[ .]  user  ,True
392,[ <:NUM:>.<:NUM:>] <:*:> <:*:> <:*:> <:*:> [kvm],[ .]     [kvm],True
393,[ <:NUM:>.<:NUM:>] <:*:> <:*:> <:*:> [kvm],[ .]    [kvm],True
394,[ <:NUM:>.<:NUM:>] <:*:> <:*:> <:*:> [kvm intel],[ .]    [kvm intel],True
395,[ <:NUM:>.<:NUM:>] ? <:*:> <:*:> <:*:> <:*:> [kvm],[ .] ?     [kvm],True
396,[ <:NUM:>.<:NUM:>] kvm <:*:> <:*:> <:*:> <:*:> [kvm],[ .] kvm     [kvm],True
397,[ <:NUM:>.<:NUM:>] ? <:*:> <:*:> <:*:> <:*:>,[ .] ?    ,True
398,[ <:NUM:>.<:NUM:>] entry SYSCALL <:NUM:> after hwframe+<:HEX:>/<:HEX:>,[ .] entry SYSCALL  after hwframe+<:HEX:>/<:HEX:>,True
399,[ <:NUM:>.<:NUM:>] Code: <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> b8 <:NUM:> <:NUM:> <:NUM:> <:NUM:> 0f <:NUM:> <<:NUM:>> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:>,[ .] Code:                                    b8     0f  <>                     ,True
400,[ <:NUM:>.<:NUM:>] RSP: <:*:> EFLAGS: <:NUM:> ORIG RAX: <:*:>,[ .] RSP:  EFLAGS:  ORIG RAX: ,False
401,[ <:NUM:>.<:NUM:>] RAX: <:*:> RBX: <:*:> RCX: <:*:>,[ .] RAX:  RBX:  RCX: ,False
402,[ <:NUM:>.<:NUM:>] RDX: <:*:> RSI: <:*:> RDI: <:*:>,[ .] RDX:  RSI:  RDI: ,False
403,[ <:NUM:>.<:NUM:>] RBP: <:*:> R08: <:*:> R09: <:*:>,[ .] RBP:  R08:  R09: ,False
404,[ <:NUM:>.<:NUM:>] <:*:> <:SEQ:> <:*:> <:*:> <:*:> <:SEQ:>,[ .]      ,False
405,[ <:NUM:>.<:NUM:>] <:*:>,[ .] ,False
406,[ <:NUM:>.<:NUM:>] active <:*:> inactive <:*:> isolated <:*:>,[ .] active  inactive  isolated ,False
407,[ <:NUM:>.<:NUM:>] unevictable:<:NUM:> dirty:<:NUM:> writeback:<:NUM:> unstable:<:NUM:>,[ .] unevictable: dirty: writeback: unstable:,False
408,[ <:NUM:>.<:NUM:>] slab reclaimable:<:NUM:> slab unreclaimable:<:NUM:>,[ .] slab reclaimable: slab unreclaimable:,False
409,[ <:NUM:>.<:NUM:>] mapped:<:NUM:> shmem:<:NUM:> pagetables:<:NUM:> bounce:<:NUM:>,[ .] mapped: shmem: pagetables: bounce:,False
410,[ <:NUM:>.<:NUM:>] free:<:NUM:> free pcp:<:NUM:> free cma:<:NUM:>,[ .] free: free pcp: free cma:,False
411,[ <:NUM:>.<:NUM:>] Node <:NUM:> active <:*:> inactive <:*:> active <:*:> inactive <:*:> unevictable:18472kB isolated(anon):0kB isolated(file):0kB <:*:> <:*:> <:*:> <:*:> shmem thp: 0kB shmem pmdmapped: 0kB anon thp: <:*:> writeback tmp:0kB <:*:> all unreclaimable? no,[ .] Node  active  inactive  active  inactive  unevictable:18472kB isolated(anon):0kB isolated(file):0kB     shmem thp: 0kB shmem pmdmapped: 0kB anon thp:  writeback tmp:0kB  all unreclaimable? no,False
412,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> active <:*:> inactive <:*:> active <:*:> inactive <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> kernel <:*:> <:*:> bounce:0kB free <:*:> local <:*:> free cma:0kB,[ .] Node       active  inactive  active  inactive       kernel   bounce:0kB free  local  free cma:0kB,False
413,[ <:NUM:>.<:NUM:>] lowmem reserve[]: <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:>,[ .] lowmem reserve[]:     ,False
414,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:NUM:>*4kB <:*:> <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB (U) <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:*:> <:*:> <:*:> <:NUM:>*4096kB (M) = <:*:>,[ .] Node   *4kB   *16kB  *32kB (U) *64kB  *128kB  *256kB  *512kB     *4096kB (M) = ,False
415,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:NUM:>*4kB <:*:> <:NUM:>*8kB <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:NUM:>*1024kB <:*:> <:NUM:>*2048kB <:NUM:>*4096kB = <:*:>,[ .] Node   *4kB  *8kB  *16kB  *32kB  *64kB  *128kB  *256kB  *512kB  *1024kB  *2048kB *4096kB = ,False
416,[ <:NUM:>.<:NUM:>] Node <:NUM:> hugepages total=<:NUM:> hugepages free=<:NUM:> hugepages surp=<:NUM:> hugepages <:*:>,[ .] Node  hugepages total= hugepages free= hugepages surp= hugepages ,False
417,[ <:NUM:>.<:NUM:>] <:NUM:> <:*:> <:*:> <:*:>,[ .]    ,False
418,[ <:NUM:>.<:NUM:>] <:NUM:> pages in swap cache,[ .]  pages in swap cache,False
419,"[ <:NUM:>.<:NUM:>] Swap cache stats: add <:NUM:>, delete <:NUM:>, find <:NUM:>/<:NUM:>","[ .] Swap cache stats: add , delete , find /",False
420,[ <:NUM:>.<:NUM:>] Tasks state (memory values in pages):,[ .] Tasks state (memory values in pages):,False
421,[ <:NUM:>.<:NUM:>] [ pid ] uid tgid total vm rss pgtables bytes swapents oom score adj name,[ .] [ pid ] uid tgid total vm rss pgtables bytes swapents oom score adj name,True
422,[ <:NUM:>.<:NUM:>] [ <:NUM:>] <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:>,[ .] [ ]        ,True
423,[ <:NUM:>.<:NUM:>] [ <:NUM:>] <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:>,[ .] [ ]         ,True
424,"[ <:NUM:>.<:NUM:>] oom-kill:constraint=CONSTRAINT <:*:> <:*:> oom,task <:*:>","[ .] oom-kill:constraint=CONSTRAINT   oom,task ",True
425,[ <:NUM:>.<:NUM:>] Out of memory: Killed process <:NUM:> (qemu-system-x86) <:*:> <:*:> <:*:> <:*:> UID:<:NUM:> <:*:> oom score adj:<:NUM:>,[ .] Out of memory: Killed process  (qemu-system-x86)     UID:  oom score adj:,True
426,"[ <:NUM:>.<:NUM:>] perf: interrupt took too long (<:NUM:> > <:NUM:>), lowering kernel.perf event max sample rate to <:NUM:>","[ .] perf: interrupt took too long ( > ), lowering kernel.perf event max sample rate to ",True
427,root : TTY=pts/<:NUM:> ; <:*:> ; USER=root ; <:*:> <:*:> <:*:> <:*:>,root : TTY=pts/ ;  ; USER=root ;    ,False
428,root : TTY=pts/<:NUM:> ; <:*:> ; USER=root ; <:*:> <:*:> <:*:> <:*:> <:*:>,root : TTY=pts/ ;  ; USER=root ;     ,False
429,root : TTY=pts/<:NUM:> ; PWD=/home/cloudnet/pratheek-research-repo ; USER=root ; COMMAND=/usr/sbin/ip link add name br0 type bridge,root : TTY=pts/ ; PWD=/home/cloudnet/pratheek-research-repo ; USER=root ; COMMAND=/usr/sbin/ip link add name br0 type bridge,False
430,root : TTY=pts/<:NUM:> ; <:*:> ; USER=root ; <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,root : TTY=pts/ ;  ; USER=root ;      ,False
431,Created slice User Slice of UID <:NUM:>.,Created slice User Slice of UID .,False
432,Starting User Runtime Directory /run/user/<:NUM:>...,Starting User Runtime Directory /run/user/...,False
433,Finished User Runtime Directory /run/user/<:NUM:>.,Finished User Runtime Directory /run/user/.,False
434,Starting User Manager for UID <:NUM:>...,Starting User Manager for UID ...,False
435,Reached target <:*:>,Reached target ,False
436,Starting D-Bus User Message Bus <:*:>,Starting D-Bus User Message Bus ,False
437,Listening on GnuPG cryptographic agent and passphrase cache (access for web browsers).,Listening on GnuPG cryptographic agent and passphrase cache (access for web browsers).,False
438,Listening on GnuPG cryptographic agent and passphrase cache (restricted).,Listening on GnuPG cryptographic agent and passphrase cache (restricted).,False
439,Listening on GnuPG cryptographic agent (ssh-agent emulation).,Listening on GnuPG cryptographic agent (ssh-agent emulation).,False
440,Listening on GnuPG cryptographic agent and passphrase cache.,Listening on GnuPG cryptographic agent and passphrase cache.,False
441,Listening on debconf communication socket.,Listening on debconf communication socket.,False
442,Listening on D-Bus User Message Bus Socket.,Listening on D-Bus User Message Bus Socket.,False
443,Reached target <:*:> <:*:> <:*:>,Reached target   ,False
444,Startup finished in <:*:>,Startup finished in ,False
445,Started User Manager for UID <:NUM:>.,Started User Manager for UID .,False
446,Stopping User Manager for UID <:NUM:>...,Stopping User Manager for UID ...,False
447,Closed D-Bus User Message Bus Socket.,Closed D-Bus User Message Bus Socket.,False
448,Closed GnuPG network certificate management daemon.,Closed GnuPG network certificate management daemon.,False
449,Closed GnuPG cryptographic agent and passphrase cache (access for web browsers).,Closed GnuPG cryptographic agent and passphrase cache (access for web browsers).,False
450,Closed GnuPG cryptographic agent and passphrase cache (restricted).,Closed GnuPG cryptographic agent and passphrase cache (restricted).,False
451,Closed GnuPG cryptographic agent (ssh-agent emulation).,Closed GnuPG cryptographic agent (ssh-agent emulation).,False
452,Closed GnuPG cryptographic agent and passphrase cache.,Closed GnuPG cryptographic agent and passphrase cache.,False
453,Closed <:*:> <:*:> socket.,Closed   socket.,False
454,Finished Exit the Session.,Finished Exit the Session.,False
455,Stopped User Manager for UID <:NUM:>.,Stopped User Manager for UID .,False
456,Stopping User Runtime Directory /run/user/<:NUM:>...,Stopping User Runtime Directory /run/user/...,False
457,Stopped User Runtime Directory /run/user/<:NUM:>.,Stopped User Runtime Directory /run/user/.,False
458,Removed slice User Slice of UID <:NUM:>.,Removed slice User Slice of UID .,False
459,Starting LSB: start and stop UML networking services...,Starting LSB: start and stop UML networking services...,False
460,Started LSB: start and stop UML networking services.,Started LSB: start and stop UML networking services.,False
461,* Starting User-mode networking switch uml switch,* Starting User-mode networking switch uml switch,False
462,...done.,...done.,False
463,"new user: <:*:> UID=<:NUM:>, GID=<:NUM:>, <:*:> <:*:> <:*:>","new user:  UID=, GID=,   ",False
464,change user 'uml-net' password,change user 'uml-net' password,False
465,[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: <:*:> SuperSpeed Gen <:NUM:> USB device number <:NUM:> using xhci hcd,[ .] usb -:  SuperSpeed Gen  USB device number  using xhci hcd,False
466,"[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: New USB device found, idVendor=30de, idProduct=<:NUM:>, bcdDevice= <:NUM:>.<:NUM:>","[ .] usb -: New USB device found, idVendor=30de, idProduct=, bcdDevice= .",False
467,"[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: New USB device strings: Mfr=<:NUM:>, Product=<:NUM:>, SerialNumber=<:NUM:>","[ .] usb -: New USB device strings: Mfr=, Product=, SerialNumber=",False
468,[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: <:*:> <:*:>,[ .] usb -:  ,False
469,[ <:NUM:>.<:NUM:>] usb-storage <:NUM:>-<:NUM:>:<:NUM:>.<:NUM:>: USB Mass Storage device detected,[ .] usb-storage -:.: USB Mass Storage device detected,False
470,[ <:NUM:>.<:NUM:>] scsi host9: usb-storage <:NUM:>-<:NUM:>:<:NUM:>.<:NUM:>,[ .] scsi host9: usb-storage -:.,False
471,[ <:NUM:>.<:NUM:>] usbcore: registered new interface driver <:*:>,[ .] usbcore: registered new interface driver ,False
472,[ <:NUM:>.<:NUM:>] scsi <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Direct-Access KIOXIA TransMemory PMAP PQ: <:NUM:> ANSI: <:NUM:>,[ .] scsi :::: Direct-Access KIOXIA TransMemory PMAP PQ:  ANSI: ,False
473,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,[ .] sd ::::      ,False
474,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,[ .] sd :::: [sdb]       ,False
475,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: <:*:> <:*:> <:*:> <:*:> <:*:>,[ .] sd ::::     ,False
476,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,[ .] sd :::: [sdb]      ,False
477,"[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Write cache: disabled, read cache: enabled, doesn't support DPO or FUA","[ .] sd :::: [sdb] Write cache: disabled, read cache: enabled, doesn't support DPO or FUA",False
478,[ <:NUM:>.<:NUM:>] FAT-fs (sdb): Volume was not properly unmounted. Some data may be corrupt. Please run fsck.,[ .] FAT-fs (sdb): Volume was not properly unmounted. Some data may be corrupt. Please run fsck.,False
479,[<:NUM:>.<:NUM:>] qemu-system-x86[<:NUM:>]: segfault at <:*:> ip <:*:> sp <:*:> error <:NUM:> in qemu-system-x86 <:*:>,[.] qemu-system-x86[]: segfault at  ip  sp  error  in qemu-system-x86 ,True
480,[<:NUM:>.<:NUM:>] Code: <:*:> <:*:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:*:> 8b <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:NUM:>,[.] Code:                                            8b                    ,True
481,[ <:NUM:>.<:NUM:>] qemu-system-x86[<:NUM:>]: segfault at <:NUM:> ip <:*:> sp <:*:> error <:NUM:> in qemu-system-x86 <:*:>,[ .] qemu-system-x86[]: segfault at  ip  sp  error  in qemu-system-x86 ,True
482,[ <:NUM:>.<:NUM:>] Code: <:*:> <:*:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> 8b <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:>,[ .] Code:                                            8b                    ,True
483,[<:NUM:>.<:NUM:>] nfs: RPC call returned error <:NUM:>,[.] nfs: RPC call returned error ,False
484,"[<:NUM:>.<:NUM:>] audit: type=<:NUM:> audit(<:NUM:>.<:NUM:>:<:NUM:>): apparmor=""DENIED"" operation=""sendmsg"" profile=""/usr/bin/man"" pid=<:NUM:> comm=""nroff"" laddr=<:IP:> lport=<:NUM:> faddr=<:IP:> fport=<:NUM:> family=""inet"" sock type=""stream"" protocol=<:NUM:> requested mask=""send"" denied mask=""send""","[.] audit: type= audit(.:): apparmor=""DENIED"" operation=""sendmsg"" profile=""/usr/bin/man"" pid= comm=""nroff"" laddr= lport= faddr= fport= family=""inet"" sock type=""stream"" protocol= requested mask=""send"" denied mask=""send""",False
485,[<:NUM:>.<:NUM:>] Code: <:*:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:*:> <:*:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:*:> <:*:> <:NUM:> <:NUM:> <:*:> <:*:> <:NUM:> 8d <:*:> <:*:> <:NUM:> <:*:> <:*:> <<:NUM:>> 8b <:NUM:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:*:> <:*:> <:*:>,[.] Code:                                     8d      <> 8b                    ,False
486,[ <:NUM:>.<:NUM:>] qemu-system-x86[<:NUM:>]: segfault at <:NUM:> ip 00007f11b2991bea sp 00007f1197dfea78 error <:NUM:> in libc-<:NUM:>.<:NUM:>.so[7f11b2902000+<:NUM:>],[ .] qemu-system-x86[]: segfault at  ip 00007f11b2991bea sp 00007f1197dfea78 error  in libc-..so[7f11b2902000+],True
487,[ <:NUM:>.<:NUM:>] Code: f3 0f 1e fa <:NUM:> 0f ef c0 <:NUM:> 0f ef c9 <:NUM:> 0f ef d2 <:NUM:> 0f ef db <:NUM:> <:NUM:> f8 <:NUM:> <:NUM:> f9 <:NUM:> <:NUM:> e1 ff 0f <:NUM:> <:NUM:> <:NUM:> <:NUM:> f9 cf 0f <:NUM:> <:NUM:> <:NUM:> <:NUM:> <f3> 0f 6f <:NUM:> <:NUM:> 0f <:NUM:> e0 <:NUM:> 0f d7 d4 <:NUM:> d2 <:NUM:> <:NUM:> 0f bc c2 c3 <:NUM:> <:NUM:>,[ .] Code: f3 0f 1e fa  0f ef c0  0f ef c9  0f ef d2  0f ef db   f8   f9   e1 ff 0f     f9 cf 0f     <f3> 0f 6f   0f  e0  0f d7 d4  d2   0f bc c2 c3  ,True
488,sdb: can't store path info,sdb: can't store path info,False
489,uevent trigger error,uevent trigger error,False
490,"omfwd: TCPSendBuf error <:NUM:>, destruct TCP Connection to <:IP:>:<:NUM:> [v8.<:NUM:>.<:NUM:> try https://www.rsyslog.com/e/<:NUM:> ]","omfwd: TCPSendBuf error , destruct TCP Connection to : [v8.. try https://www.rsyslog.com/e/ ]",False
491,"action 'action-<:NUM:>-builtin:omfwd' suspended (module 'builtin:omfwd'), retry <:NUM:>. There should be messages before this one giving the reason for suspension. [v8.<:NUM:>.<:NUM:> try https://www.rsyslog.com/e/<:NUM:> ]","action 'action--builtin:omfwd' suspended (module 'builtin:omfwd'), retry . There should be messages before this one giving the reason for suspension. [v8.. try https://www.rsyslog.com/e/ ]",False
492,root : TTY=pts/<:NUM:> ; <:*:> <:*:> <:*:> ; USER=root ; <:*:> <:*:> <:*:>,root : TTY=pts/ ;    ; USER=root ;   ,False
493,root : TTY=pts/<:NUM:> ; <:*:> <:*:> <:*:> ; USER=root ; <:*:> <:*:> <:*:> <:*:>,root : TTY=pts/ ;    ; USER=root ;    ,False
494,cloudnet : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -hda vmtry disk.img -cdrom ./ubuntu-<:NUM:>.<:NUM:>.<:NUM:>.iso -boot d -m <:NUM:> -smp <:NUM:> -vnc :<:NUM:> -enable-kvm,cloudnet : TTY=pts/ ; PWD=/var/lib/libvirt/images ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -hda vmtry disk.img -cdrom ./ubuntu-...iso -boot d -m  -smp  -vnc : -enable-kvm,False
495,root : <:*:> ; PWD=/var/lib/libvirt/images ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -hda vmtry disk.img -cdrom <:*:> -boot <:*:> -m <:NUM:> -smp <:NUM:> <:*:> :<:NUM:> -enable-kvm,root :  ; PWD=/var/lib/libvirt/images ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -hda vmtry disk.img -cdrom  -boot  -m  -smp   : -enable-kvm,False
496,"root : <:*:> ; <:*:> ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -hda vmtry disk.img -smp <:NUM:> -boot c -m <:NUM:> -net nic -net tap,ifname=tap0,script=no,downscript=<:NUM:> -vnc :<:NUM:> <:*:> tablet -enable-kvm","root :  ;  ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -hda vmtry disk.img -smp  -boot c -m  -net nic -net tap,ifname=tap0,script=no,downscript= -vnc :  tablet -enable-kvm",False
497,<:*:> Gained IPv6LL, Gained IPv6LL,False
498,* Stopping automatic crash report generation: apport,* Stopping automatic crash report generation: apport,False
499,[<:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: new SuperSpeed Gen <:NUM:> USB device number <:NUM:> using xhci hcd,[.] usb -: new SuperSpeed Gen  USB device number  using xhci hcd,False
500,"[<:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: New USB device found, idVendor=30de, idProduct=<:NUM:>, bcdDevice= <:NUM:>.<:NUM:>","[.] usb -: New USB device found, idVendor=30de, idProduct=, bcdDevice= .",False
501,"[<:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: New USB device strings: Mfr=<:NUM:>, Product=<:NUM:>, SerialNumber=<:NUM:>","[.] usb -: New USB device strings: Mfr=, Product=, SerialNumber=",False
502,[<:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: <:*:> <:*:>,[.] usb -:  ,False
503,[<:NUM:>.<:NUM:>] usb-storage <:NUM:>-<:NUM:>:<:NUM:>.<:NUM:>: USB Mass Storage device detected,[.] usb-storage -:.: USB Mass Storage device detected,False
504,[<:NUM:>.<:NUM:>] scsi <:*:> usb-storage <:NUM:>-<:NUM:>:<:NUM:>.<:NUM:>,[.] scsi  usb-storage -:.,False
505,[<:NUM:>.<:NUM:>] usbcore: registered new interface driver <:*:>,[.] usbcore: registered new interface driver ,False
506,[<:NUM:>.<:NUM:>] scsi <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Direct-Access KIOXIA TransMemory PMAP PQ: <:NUM:> ANSI: <:NUM:>,[.] scsi :::: Direct-Access KIOXIA TransMemory PMAP PQ:  ANSI: ,False
507,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Attached scsi generic sg2 type <:NUM:>,[.] sd :::: Attached scsi generic sg2 type ,False
508,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: <:*:> <:NUM:> <:NUM:>-byte logical blocks: (<:NUM:>.<:NUM:> <:*:> <:*:>,[.] sd ::::   -byte logical blocks: (.  ,False
509,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] <:*:> <:*:> <:*:> <:*:>,[.] sd :::: [sdb]    ,False
510,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: <:*:> Mode Sense: <:NUM:> <:NUM:> <:NUM:> <:NUM:>,[.] sd ::::  Mode Sense:    ,False
511,"[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: <:*:> Write cache: disabled, read cache: enabled, doesn't support DPO or FUA","[.] sd ::::  Write cache: disabled, read cache: enabled, doesn't support DPO or FUA",False
512,[<:NUM:>.<:NUM:>] FAT-fs <:*:> Volume was not properly unmounted. Some data may be corrupt. Please run fsck.,[.] FAT-fs  Volume was not properly unmounted. Some data may be corrupt. Please run fsck.,False
513,"[<:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: USB disconnect, device number <:NUM:>","[.] usb -: USB disconnect, device number ",False
514,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdc] <:*:> <:*:> <:*:> <:*:>,[.] sd :::: [sdc]    ,False
515,[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: <:*:> <:*:> <:*:> <:*:> <:NUM:>,[ .] usb -:     ,False
516,[ <:NUM:>.<:NUM:>] usb <:NUM:>-<:NUM:>: new high-speed USB device number <:NUM:> using xhci hcd,[ .] usb -: new high-speed USB device number  using xhci hcd,False
